id,user_id,assignment_id,user_group,exit_status,user_block,age,gender,degree,comment
1,4de0cf6b096da457c74094ed43708dbf,65c4130357786b3b50070a8c04745acb,vignette,churned,1,NA,NA,NA,NA
2,1d328242713834e6ceb7c30c754a5ad9,d5610711d6047ca44c677180129dc9b4,vignette,churned,1,NA,NA,NA,NA
3,6a8b3a1631ab52907c731b1a9327eb60,a91e7b67437cea34dfc9c41f14a62753,vignette,churned,1,NA,NA,NA,NA
4,1a0e361cb6dca19aad742e63ca1b45ed,def926f08bcfcb5ec0c4fd105022db65,feedback_vignette,churned,1,NA,NA,NA,NA
5,74be9a119fd1f5013670ea0d06c762cd,134dc96a0e52eaa912e7ae8251e85fed,vignette,churned,1,NA,NA,NA,NA
6,f3d66557f0f04bf9f9b38a6ebfcaea19,20259e1518df1da9a7005b606abd68ca,vignette,churned,1,NA,NA,NA,NA
7,c8f39756ec7959457dbbb0ea59e07804,86b530b558aeee313fd278c030c051fc,feedback_vignette,churned,1,NA,NA,NA,NA
8,ebb9148cbdaaa5b5c5bbd66b91a3495e,46534adfc8a85c98d9179316da011f9d,feedback_vignette,churned,1,NA,NA,NA,NA
9,4a41e169d3709a04b9c45cfd85f70821,1629af518196e74a1d4478c91a985b1a,vignette,submitted,1,30,f,High school,NA
10,820025296abca666ffe752b05baf417a,fe7d01211d6c79aae4ef15fcf6880af7,vignette,submitted,1,27,f,High school,NA
11,d9008d100e47386cc026575cb3c4f6bd,46534adfc8a85c98d9179316da011f9d,vignette,submitted,1,33,f,Bachelor degree,NA
12,b4ae25b52c624a724fbbf74b2e64c53c,134dc96a0e52eaa912e7ae8251e85fed,feedback_vignette,submitted,1,34,m,Bachelor degree,None
13,54fb38aacc96667ea2e11a28eb088f09,873e40ce1c9cdf6a374ef8629735a8e1,feedback_vignette,submitted,1,36,m,Bachelor degree,NA
14,30ffd48ea011ed313fbffcdf83545df7,0e6ca04e48b88a2e688483e0725f6a05,vignette,churned,1,NA,NA,NA,NA
15,fb10c5700b12ea72b6f532bd62e51f44,86db56ad4f4a6d7fe1ffde4f71e4d19b,feedback_vignette,churned,1,NA,NA,NA,NA
16,09fb2b07ee74e7bef22fc261880f0846,78fc77c0aaef1ce63db6d4a1bd0052f6,feedback_vignette,churned,1,NA,NA,NA,NA
17,93fcda5a0d04e55cd3af360daeffb801,c3010adc0471af124ef1921cfe3c02d5,feedback_vignette,churned,1,NA,NA,NA,NA
18,ab9cec895536aabe11fd5124da539c6a,e7a9cdf7a59630a15052c8dcbacd0f27,vignette,churned,1,NA,NA,NA,NA
19,8b3a1930a34841096f58e8f4ecf6a005,e948f4f87da5a74b52ce3d1916d386d3,feedback_vignette,churned,1,NA,NA,NA,NA
20,f2be10c8727eab3151de8c792d46e61a,f51119782b1d5e22ec7017ae013e34db,vignette,churned,1,NA,NA,NA,NA
21,31d1646201f32d9995f816e8a80d49f5,65d1231728749a7dd82009d2e9689df4,vignette,churned,1,NA,NA,NA,NA
22,8204174d4c8d5836da393373ed7959fb,b5b497768ac1879dcd8fd9146a199dc3,vignette,churned,1,NA,NA,NA,NA
23,81ad99dfc3bf56cd7f812bd8bc10183d,5b86021a17e8880fa63c0003aacdbb60,feedback_vignette,churned,1,NA,NA,NA,NA
24,2b931a9451e6998e4eb10e1ffeb09d17,52739532fe734354225b28594f4dc99d,vignette,churned,1,NA,NA,NA,NA
25,56fd3bcba44db916f432ee2a98a15673,f1571f4d446b0793a5d957c99b297b5b,vignette,churned,1,NA,NA,NA,NA
26,019667c13011477ba77de91195c92267,83f1e1e782909cffdacc4dc714caccb9,vignette,churned,1,NA,NA,NA,NA
27,16bfce340889b3230f4b67abe0a8b9a6,e948f4f87da5a74b52ce3d1916d386d3,vignette,churned,1,NA,NA,NA,NA
28,d4592ac4c068f0863c3a66621ec9b273,7fce7793a960f71b49c42e0e9317853e,vignette,churned,1,NA,NA,NA,NA
